algorithm,run,seed,point_index,f1,f2
MOABC,1,785294635,1,1.0,0.0
MOABC,1,785294635,2,0.2807840121549732,0.9211603385181559
MOABC,1,785294635,3,0.6108987866401898,0.626831492784965
MOABC,1,785294635,4,0.589341476827432,0.6543988174229286
MOABC,1,785294635,5,0.5027612790547968,0.747320194381508
MOABC,1,785294635,6,0.551901346045951,0.6954049042326675
MOABC,1,785294635,7,0.44197270879580963,0.8046601246796945
MOABC,1,785294635,8,0.4594014827909242,0.7889502776095002
MOABC,1,785294635,9,0.5198943323501812,0.7297098831901593
MOABC,1,785294635,10,0.6814256209159181,0.5356591231593555
MOABC,1,785294635,11,0.7067477752428692,0.5005075821892548
MOABC,1,785294635,12,0.937560803498992,0.12097973974232457
MOABC,1,785294635,13,0.6939637234632905,0.5184143505169656
MOABC,1,785294635,14,0.7384325839596861,0.4559737327549855
MOABC,1,785294635,15,0.6430770709132508,0.5864518808656338
MOABC,1,785294635,16,0.5824970664914848,0.6607622977710734
MOABC,1,785294635,17,0.6179542057540003,0.6181325995909427
MOABC,1,785294635,18,0.7280149010115587,0.4699943039051303
MOABC,1,785294635,19,0.6291459197830906,0.6041754116202889
MOABC,1,785294635,20,0.6688379309094289,0.5526558221767941
MOABC,1,785294635,21,0.3938538976854471,0.8448791072779813
MOABC,1,785294635,22,0.5692433419287426,0.6759620176697967
MOABC,1,785294635,23,0.4938423809817186,0.7561197027463071
MOABC,1,785294635,24,0.540001515716225,0.7083983630241796
MOABC,1,785294635,25,0.5648693585096145,0.6809226078169366
MOABC,1,785294635,26,0.7454457370989158,0.4443106530410541
MOABC,1,785294635,27,0.4842128244090206,0.765537940677839
MOABC,1,785294635,28,0.40997405789988384,0.8319212718491027
MOABC,1,785294635,29,0.8930794911948899,0.20240902240707648
MOABC,1,785294635,30,0.9484418965779279,0.10046484135351931
MOABC,1,785294635,31,0.37969735740227184,0.8558299167817315
MOABC,1,785294635,32,0.3020422888478349,0.9087704557475611
MOABC,1,785294635,33,0.8595397412943879,0.2611914331355767
MOABC,1,785294635,34,0.9558992079962118,0.08625670415221509
MOABC,1,785294635,35,0.29220695189547885,0.9146150972639533
MOABC,1,785294635,36,0.6540383212323091,0.5722338743596229
MOABC,1,785294635,37,0.6355059552723259,0.5961321808134086
MOABC,1,785294635,38,0.41941617151109845,0.8240900750749729
MOABC,1,785294635,39,0.7718478018164165,0.40586807548854636
MOABC,1,785294635,40,0.7770712242361909,0.39616031246406747
MOABC,1,785294635,41,0.8531667964451694,0.27210641744348696
MOABC,1,785294635,42,0.3128404717180645,0.9021308392552189
MOABC,1,785294635,43,0.46814775560557154,0.7808554579259408
MOABC,1,785294635,44,0.8788108546935777,0.22769148167274356
MOABC,1,785294635,45,0.40054246745904754,0.8395657317618178
MOABC,1,785294635,46,0.5270562205889124,0.7222117403385317
MOABC,1,785294635,47,0.6885094934970755,0.5259546773644006
MOABC,1,785294635,48,0.9327954611484526,0.12989262766084575
MOABC,1,785294635,49,0.43274864900330257,0.8127286067858164
MOABC,1,785294635,50,0.7970295694564736,0.3647438654120283
MOABC,1,785294635,51,0.8303461894934363,0.3105252055937304
